student_id,course_level,category,gender,annual_income,marks_10,marks_12,ug_cgpa,field_of_study,disability,university_tier,UG1_CentralSector,UG2_Reliance,UG3_PostMatric_SC_ST,UG4_SwamiDayanand_Female,UG5_TopClass_SC,UG6_MeritMeans_OBC,UG7_AdityaBirla,UG8_Cummins_SC_ST_Engg,UG9_SitaramJindal,UG10_Disability,PG1_AICTE_NSPS,PG2_ReliancePG,PG3_PostMatric_SC_ST_OBC,PG4_NationalFellowship_OBC,PG5_INSPIRE,PG6_ICSSR,PG7_CumminsPG_SC_ST,PG8_TataTrusts
3065,PG,GEN,Male,100000,80.27417963286497,91.68448993227356,5.29128822550931,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066,UG,OBC,Male,100000,82.67561651211224,87.85621026350941,,Engineering,No,Tier 3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3067,UG,OBC,Male,182898,97.68070600795232,71.25342025395337,,Medicine,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3068,PG,OBC,Male,351079,78.05563804046908,84.69409513487335,7.560008730836607,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1
3069,UG,ST,Female,126704,87.95432791253286,95.94766509495787,,Sciences,No,Tier 2,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3070,PG,OBC,Male,100000,78.1428412898013,68.4715286010581,8.518995332020916,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3071,PG,OBC,Female,245441,95.9597432494017,77.44006553976719,6.590475389613549,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
3072,PG,SC,Male,100000,91.28426184272668,77.20654169267644,8.18112317380696,Arts,Yes,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
3073,UG,GEN,Male,100000,71.01078573995413,75.70741955433945,,Sciences,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3074,UG,OBC,Female,100000,82.39198970352054,89.62275571701822,,Commerce,No,Tier 2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3075,UG,ST,Male,279073,64.2099320893708,90.57299094352956,,Sciences,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3076,PG,OBC,Female,124259,94.0045558101083,84.88007829378826,8.400237481980595,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
3077,PG,SC,Male,100000,100.0,84.30722128963232,7.175902441532602,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3078,UG,OBC,Female,100000,63.195588799994496,73.25349893542007,,Engineering,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3079,UG,SC,Female,133486,70.72901309062952,83.96633550814775,,Engineering,No,Tier 2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3080,PG,ST,Female,100000,86.67320083569852,64.57796426994177,6.147634023095943,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
3081,PG,GEN,Female,100000,84.81541189710546,100.0,7.007762249391261,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3082,PG,GEN,Female,100000,80.89154828194879,96.20319674797699,5.915574286281623,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3083,UG,OBC,Female,100000,67.62379982748865,91.4784405137768,,Engineering,No,Tier 1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3084,UG,SC,Male,100000,88.23446829975128,84.9000485468798,,Arts,No,Tier 1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3085,PG,GEN,Female,100000,93.87513851946979,84.91018420194537,7.627863308754747,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3086,PG,GEN,Male,136666,100.0,59.71854550862443,8.299971578175576,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3087,UG,GEN,Male,100000,98.07287922136821,64.89666160283312,,Engineering,No,Tier 1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3088,UG,ST,Male,108230,72.01284008058764,66.39236309887059,,Arts,No,Tier 1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3089,UG,OBC,Female,100000,84.88108588838232,80.700208552392,,Commerce,No,Tier 3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3090,UG,OBC,Male,100000,90.92077721448716,76.62174970234926,,Arts,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3091,UG,GEN,Female,100000,78.11738552476703,89.73594023032653,,Engineering,No,Tier 2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3092,PG,GEN,Male,100000,92.8001200154289,68.4134277622416,7.093605228966855,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3093,UG,GEN,Male,100000,92.03377789936934,92.31936067616343,,Engineering,No,Tier 2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3094,PG,GEN,Female,163595,97.37359715735833,70.15543659084027,9.333591066594293,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3095,UG,ST,Male,141486,93.0224275326752,74.98443635630481,,Arts,No,Tier 2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3096,PG,ST,Male,100000,87.85143650107759,90.74533707750422,6.368072580918597,Sciences,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3097,PG,GEN,Male,131705,78.62068252991115,86.05585504285914,7.936151197360344,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3098,UG,GEN,Female,155269,72.06921405506843,64.98252813486963,,Medicine,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3099,UG,GEN,Male,100000,87.19016138153953,92.76872747752452,,Engineering,No,Tier 1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3100,UG,OBC,Male,100000,80.96165908289649,81.06783559184122,,Medicine,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3101,UG,GEN,Female,100000,81.92802762326858,54.29352110964659,,Medicine,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3102,PG,GEN,Male,100000,96.21790490719368,69.88781710183824,7.356151810478694,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3103,PG,GEN,Female,100000,98.68924013805861,75.08448172695928,8.774379898747974,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3104,UG,SC,Male,109168,72.64633383746695,65.96793887230429,,Sciences,No,Tier 2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3105,UG,SC,Male,100000,82.89569394084812,96.11255172062296,,Arts,No,Tier 1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0
3106,UG,OBC,Female,130665,80.66794829703433,75.50289381272952,,Sciences,No,Tier 3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3107,PG,GEN,Female,170072,88.14908642002672,85.52219577374133,7.688106352154753,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
3108,UG,ST,Female,149482,62.337223110238384,82.47905195830968,,Sciences,No,Tier 2,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3109,UG,ST,Female,291805,70.39162014957219,88.46894456203711,,Commerce,No,Tier 1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3110,PG,GEN,Male,100000,83.82505066961595,100.0,6.289051581975271,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3111,PG,GEN,Male,100000,92.86115204305315,88.10840660486394,6.434327529406868,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3112,UG,OBC,Male,100000,85.75290737453574,100.0,,Commerce,No,Tier 2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3113,PG,GEN,Female,100000,91.71507073057703,88.42702303076845,6.512997839059526,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3114,UG,OBC,Female,100000,86.97308377686987,81.5783833272537,,Arts,No,Tier 2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3115,UG,OBC,Female,100000,97.76289573744114,83.85747325008633,,Commerce,No,Tier 1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3116,PG,OBC,Male,100000,99.8588754883218,48.49557754790756,5.946556857885218,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3117,PG,GEN,Male,100000,77.39537112834506,74.53813447462205,6.967128527172652,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3118,UG,OBC,Female,100000,93.83645339787552,78.27700933603629,,Commerce,No,Tier 2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3119,UG,ST,Female,107614,90.08119548467054,85.25665162666851,,Arts,No,Tier 1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3120,UG,GEN,Female,100000,100.0,79.69388456774301,,Engineering,No,Tier 1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3121,UG,OBC,Female,104620,77.02164980985883,84.00651177233624,,Medicine,No,Tier 2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3122,UG,GEN,Male,100000,83.83264468968181,64.12172066137542,,Medicine,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3123,UG,GEN,Male,145092,74.67726366684133,61.02388553308147,,Engineering,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3124,UG,OBC,Male,100000,75.27063767898,65.802413884373,,Medicine,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3125,PG,GEN,Male,100000,88.85564021645101,98.85433329019693,7.100442441999168,Engineering,No,Tier 1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3126,PG,GEN,Male,100000,87.05543420539111,64.78521370365164,8.607138367287918,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3127,PG,GEN,Male,100000,90.41451093908178,70.53673994721852,7.109173728612656,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3128,UG,OBC,Male,100000,90.19753727449066,81.2618417394419,,Engineering,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3129,PG,SC,Female,100000,82.64361247175589,60.900524678087805,8.303474074367966,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
3130,PG,GEN,Female,100000,82.57460931301837,69.53186207152194,6.563972566689451,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
3131,PG,OBC,Female,100000,75.29201267528086,88.12138155640915,8.900680444056915,Commerce,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3132,PG,GEN,Male,100000,77.98845695715406,74.74349119811627,7.692479106862908,Medicine,Yes,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3133,PG,OBC,Male,100000,84.43198223442059,100.0,9.382786398129108,Medicine,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3134,UG,OBC,Male,205554,86.9702964184208,59.617327176915815,,Sciences,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3135,UG,OBC,Female,100000,92.10787891588589,75.85276172102763,,Commerce,No,Tier 2,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3136,PG,ST,Male,100000,91.08860659792174,74.74666274618274,5.5330113812994846,Medicine,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3137,PG,ST,Male,100000,100.0,79.8927901477152,9.038512658530538,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3138,PG,GEN,Female,100000,75.27311907502431,65.27883683065458,8.327148568040915,Engineering,No,Tier 1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3139,UG,SC,Male,100000,82.6741458935593,73.03426546187836,,Engineering,No,Tier 2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3140,UG,GEN,Female,105690,76.14695443802228,89.4694811678488,,Medicine,No,Tier 3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3141,UG,ST,Male,100000,97.7728706936207,76.76718426944481,,Arts,No,Tier 1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3142,PG,GEN,Male,100000,79.97526111803576,67.16326513751874,6.90320228253182,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3143,UG,GEN,Male,100000,96.55027452444637,100.0,,Arts,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3144,UG,GEN,Female,150234,99.52786133726059,80.58919772800452,,Engineering,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3145,UG,GEN,Female,100000,89.13436963460782,87.36012747942225,,Sciences,No,Tier 1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3146,UG,SC,Female,100000,87.93058827725031,89.16973175042178,,Engineering,No,Tier 1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3147,PG,ST,Male,100000,85.3864514548458,79.15090612658709,5.974296893586812,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3148,PG,OBC,Male,100000,81.82893963833577,70.52307634543179,6.327750735745352,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
3149,PG,SC,Female,100000,80.62615236171935,82.39037211088937,7.6104871482130285,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
3150,UG,SC,Female,100000,83.52583276285692,71.59866043817966,,Commerce,No,Tier 2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3151,PG,GEN,Female,100000,100.0,84.45882555937632,7.0918918237228,Engineering,No,Tier 1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3152,UG,GEN,Male,100000,74.5814478503382,78.02911592008765,,Medicine,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3153,PG,GEN,Male,298410,87.04609223775991,92.35298011608421,9.454109937157295,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3154,UG,GEN,Male,100000,92.113059641874,66.30199449188119,,Commerce,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3155,UG,GEN,Female,100077,82.15624158657644,88.62220307731874,,Engineering,No,Tier 1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3156,PG,GEN,Female,100000,89.16082371241579,87.36536322116778,8.876792836086494,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
3157,PG,GEN,Male,100000,69.9539818731656,77.13172052242129,7.16101508176109,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3158,UG,GEN,Male,100000,98.2504314631518,88.76234652883953,,Commerce,No,Tier 2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3159,PG,ST,Male,100000,96.31148711441091,85.02671442107305,6.449800434274907,Sciences,Yes,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3160,UG,GEN,Male,100000,84.01574100626351,88.00582135242857,,Medicine,No,Tier 2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3161,UG,OBC,Female,100000,76.20164134694932,87.24219332156844,,Engineering,No,Tier 2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3162,UG,OBC,Male,100000,92.92898147586908,80.60144446811799,,Medicine,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3163,UG,OBC,Female,126832,73.51880533697937,72.84554843115521,,Engineering,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3164,UG,GEN,Female,107827,74.95375934090399,72.70693748120365,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3165,UG,GEN,Female,100000,84.46390508931317,77.42424295462843,,Medicine,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3166,UG,GEN,Female,148163,100.0,90.11772022774997,,Engineering,No,Tier 3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3167,PG,GEN,Female,110417,91.4058185593532,87.58698658312522,7.8082725944180655,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3168,UG,GEN,Female,104054,78.53004830010715,92.07177772727805,,Sciences,No,Tier 3,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3169,PG,OBC,Male,362022,68.17902058484498,93.2753386452084,9.279330169382494,Engineering,No,Tier 3,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1
3170,UG,OBC,Female,307173,85.41520413631814,77.39607982101535,,Arts,No,Tier 3,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3171,PG,OBC,Female,103977,87.51421785901597,100.0,9.24525659281812,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1
3172,UG,OBC,Male,100000,84.27219918411197,78.75223941467958,,Sciences,Yes,Tier 3,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
3173,UG,GEN,Female,142247,100.0,74.07324245906108,,Sciences,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3174,UG,SC,Female,100000,83.68073110391555,83.99999576232796,,Engineering,No,Tier 2,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0
3175,UG,GEN,Female,100000,62.17879625824231,85.80454365153017,,Arts,No,Tier 2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3176,UG,SC,Male,102614,80.92860441823612,71.10127952714008,,Engineering,No,Tier 3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3177,PG,SC,Female,100000,89.54644578547429,78.09617597158264,6.972642720183175,Commerce,Yes,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3178,PG,OBC,Male,100000,88.86897308751972,74.63634294295808,8.515414836456792,Medicine,Yes,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3179,PG,GEN,Female,100000,83.23321713764969,81.69851489232931,9.009364366506665,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3180,PG,OBC,Male,100000,81.57781813927178,89.55030816407574,6.779505275892493,Arts,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
3181,UG,GEN,Female,100000,65.00377115201766,76.80908868059558,,Engineering,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3182,UG,GEN,Male,170086,85.85770756221534,86.87257986238725,,Commerce,No,Tier 2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3183,UG,GEN,Male,100000,81.61377223921038,63.3338289988349,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3184,UG,GEN,Male,100000,87.49249882043459,90.67742989729798,,Commerce,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3185,UG,OBC,Male,100000,89.9128927402029,74.55883571690161,,Medicine,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3186,UG,SC,Female,100000,97.4106837204464,74.34486224814093,,Arts,No,Tier 2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3187,UG,GEN,Female,100000,75.44434898686131,84.80407872023895,,Commerce,No,Tier 2,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3188,UG,ST,Male,100000,72.06017845484286,85.43481717875036,,Commerce,No,Tier 2,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3189,PG,ST,Male,100000,79.260332688756,78.65230424064974,5.82125970041807,Commerce,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3190,PG,ST,Male,100000,77.64406754943693,69.33441552805121,8.226736685646294,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3191,UG,SC,Female,100000,76.74590425283722,74.24517287219008,,Engineering,No,Tier 2,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3192,PG,GEN,Male,100000,99.44906440868252,81.14290900649682,8.141341727289694,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
3193,PG,GEN,Male,100000,86.48415871538295,85.87809371905423,5.0,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,UG,OBC,Male,100000,100.0,70.12461098775508,,Commerce,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3195,UG,OBC,Male,104048,84.96929576975238,72.31829502985782,,Sciences,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3196,UG,SC,Male,100000,73.28123550934039,83.15532362670349,,Arts,No,Tier 1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3197,PG,ST,Male,100000,76.91825415802231,79.00126488246619,9.325590830410572,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1
3198,PG,OBC,Female,100000,95.24455347043958,81.75797939719989,7.941418880921922,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1
3199,UG,GEN,Female,100000,73.66148263039476,48.626707085793086,,Commerce,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3200,UG,GEN,Male,100000,90.57876644263878,76.46105278796907,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3201,UG,GEN,Female,100000,81.43247470847339,90.23923366990925,,Medicine,No,Tier 2,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3202,UG,OBC,Male,100000,75.70174427335239,72.60950035496046,,Arts,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3203,UG,OBC,Female,100000,98.86519732148224,85.83830693229203,,Engineering,No,Tier 2,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3204,PG,SC,Male,100000,79.1143396367998,65.49506426665847,7.591802509589889,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3205,PG,OBC,Female,138025,76.72428975399633,61.246579169546536,6.189382222486412,Arts,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
3206,PG,ST,Female,125873,84.21106920447177,85.01381095133564,10.0,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
3207,PG,OBC,Male,100000,79.91762307158135,79.34642057448457,7.068682672044328,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1
3208,PG,SC,Female,164785,100.0,75.96935658926802,5.0,Sciences,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
3209,UG,GEN,Male,100000,95.6035729337558,90.15759700191293,,Arts,No,Tier 3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3210,PG,SC,Female,268814,79.09307577544837,76.25791098887882,8.334812593660521,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
3211,UG,OBC,Male,104192,80.24662888741568,72.40856901736906,,Commerce,No,Tier 2,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3212,PG,GEN,Male,100000,64.80551724932262,71.11015992317985,8.44603653287015,Engineering,No,Tier 2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
3213,UG,GEN,Female,100000,86.37403651091445,68.5718578307309,,Arts,No,Tier 2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3214,PG,ST,Male,100000,77.52940657061193,85.59977247890404,6.999425656898927,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
3215,UG,GEN,Male,100000,85.88011382159934,76.254823258632,,Sciences,No,Tier 3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3216,UG,OBC,Male,100000,65.3372590509577,93.71025131052104,,Sciences,No,Tier 3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3217,UG,GEN,Female,102202,84.73243664011058,44.5720199699429,,Sciences,No,Tier 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3218,UG,OBC,Male,100000,100.0,91.07408325832989,,Medicine,No,Tier 2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3219,PG,SC,Male,100000,85.54141161232327,84.31555538520072,7.45054030941009,Medicine,No,Tier 3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3220,PG,GEN,Female,100000,77.25317812949459,78.91011058909567,5.044332545034488,Medicine,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3221,UG,OBC,Male,110844,84.79533275090175,64.50304080465726,,Medicine,No,Tier 3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3222,UG,ST,Male,100000,84.35751263813914,60.081472153916465,,Engineering,No,Tier 3,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
3223,UG,SC,Male,195866,100.0,89.01308748481624,,Commerce,No,Tier 1,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
3224,UG,SC,Male,100000,81.67158070779314,82.90575928604612,,Medicine,No,Tier 3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3225,UG,OBC,Male,100000,72.96706696777143,82.67862478482124,,Commerce,No,Tier 1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
3226,PG,GEN,Female,102380,85.21458174227438,78.77034990865812,6.622886956435318,Arts,No,Tier 2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
3227,UG,OBC,Male,158797,86.955332378393,90.19769159523368,,Commerce,No,Tier 2,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
